"rodne_nid","rodne_pid","trid","rodne_uid","site_name","uid","stid","multistem","rcdm","conifer","rodne_site_ab","plot_type","plot_size","rodne_sid","corvallis_core","spcd","diam_cm","capo_num","cond","con_numeric","inner_ring","outer_ring","pith","d2pith_cm","metlen_age","harvest_date","plantassoc","pvt","bps","insol","insol_value","tpi","true_age","year_sampled","spcd_mod","aet","pet","deficit","elevation","diam_in","inddensity","tree_area","tpa","sdi_acre","basal_area_acre","biostrat","x","y","snag_spcd_group","snag_slope","snag_dbh","snagfall_rogers","snagfall_mellen","decay_25_rogers","decay_50_rogers","decay_75_rogers","decay_25_mellen","decay_50_mellen","decay_75_mellen","endyear_rogers","endyear_mellen","deathyear_rogers","deathyear_mellen","end_year","ci_age_lower","predicted_age","ci_age_upper","pred_pith","diam_cm_1911","live_in_1911","age_in_1911","ci_1911_diam_lower","predicted_1911_diam","ci_1911_diam_upper"
36,"AB",410,"A0B1039_new","Ashland","MPR41030_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",19.2676593439956,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.11811023622047,0.342432847395884,0.142871847481168,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6942213,42.14501687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1925,48,90,100,1835,NA,"Yes",76,14.2192334541851,16.6518604265015,32
37,"AB",436,"A0B1068_new","Ashland","MPR43630_new","1_new",1,70,"Hardwood","A","stem",3,NA,"NO","ARME",13.8169944368989,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,9.13385826771654,0.865061191820305,0.45502569933884,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6941063,42.1449353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,48,73,100,1845,NA,"Yes",66,12.1156591639871,14.5989496592562,16.6726262515128
38,"AB",471,"A0B1108_new","Ashland","MPR47161_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",26.5779053864556,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,7.04724409448819,0.571256168898805,0.270873187286634,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6939693,42.1449071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1918,64,90,100.075,1828,NA,"Yes",83,21.4586833795809,29.1944634954513,32
39,"AB",561,"A0B1206_new","Ashland","MPR56120_new","1_new",1,40,"Hardwood","A","stem",3,NA,"NO","ARME",14.3359399309278,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.43307086614173,0.376766769703107,0.16099712801369,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6939124,42.14483465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,48,73,100,1866,NA,"Yes",45,4.16469270973809,8.72183037214667,10.0547731729638
40,"AB",663,"A0B1321_new","Ashland","MPR66339_new","1_new",1,35,"Hardwood","A","stem",3,NA,"NO","ARME",11.8057326511014,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO/SYMO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1273804.375,"Ridge Top",NA,2011,6,589,834,245,1209,5.03937007874016,0.334042715000915,0.138509606457483,175,284,190,"White fir - Intermediate,Warm,Ridge Top",-122.6933277,42.14492155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,48,73,100,1866,NA,"Yes",45,4.16469270973809,8.72630155703588,12.3272667020148
41,"AC",669,"A0C0574_new","Ashland","AC066902_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",50.2083104644024,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.7716535433071,1.2981950676,0.75579207317538,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7096307,42.12326638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,48,103,193,1829,NA,"Yes",82,30.3907074246862,35.8244104411863,49.7
42,"AC",674,"A0C0578_new","Ashland","AC067401_new","1_new",1,110,"Hardwood","A","stem",3,NA,"NO","ARME",23.2183767166634,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.3385826771654,1.22262714492546,0.701204882691007,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.709706,42.12338646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1933,33,67,76,1866,NA,"Yes",45,9.91378163169715,10.1189292579789,12.3272667020148
43,"AC",712,"A0C0616_new","Ashland","AC071201_new","1_new",1,80,"Hardwood","A","stem",3,NA,"NO","ARME",15.8977098326901,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,11.7322834645669,1.29125517757073,0.750745061758442,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7095333,42.12340975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,33,67,76,1865,NA,"Yes",46,4.16469270973809,6.67698703845618,12.3272667020148
44,"AC",797,"A0C0701_new","Ashland","AC079702_new","2_new",1,NA,"Hardwood","A","stem",3,NA,"NO","ARME",10.8157659280724,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,7.00787401574803,0.566158532771247,0.267855125183038,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7089231,42.12398264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1950,27,67,76,1883,NA,"Yes",28,6.23673416238036,7.77973067689358,10.3102569415665
45,"AC",28,"A0C0824_new","Ashland","AC02801_new","1_new",1,115,"Hardwood","A","stem",3,NA,"NO","ARME",13.2207702683844,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1344412.5,"Ridge Top",NA,2011,6,584,812,227,1418,10.9448818897638,1.15541426963668,0.653355494718024,88,233,178,"Douglas-fir - Dry,Warm,Ridge Top",-122.7098423,42.12247834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1939,27,67,76,1872,NA,"Yes",39,4.16469270973809,9.17964356793138,10.3102569415665
46,"A12",3,"A120023_002_new","Ashland","AW73_003_03_002_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",22.7283760432986,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,2.95275590551181,0.14202476352394,0.0475534995314539,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1940,48,89,107,1851,NA,"Yes",60,12.1156591639871,14.1720089880342,14.9969784370279
47,"A12",66,"A120093_new","Ashland","AW73_066_01_new","1_new",1,54,"Hardwood","A","density",0.1,NA,"NO","ARME",18.2347064892637,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,4.25196850393701,0.254532980033102,0.0986069366284229,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1932,48,66,107,1866,NA,"Yes",45,4.16469270973809,9.54340198558506,12.3272667020148
48,"A12",78,"A120128_new","Ashland","AW73_078_02_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",17.3085814030032,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,4.17322834645669,0.247033264668595,0.0949886436862962,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,48,66,107,1878,NA,"Yes",33,5.01878933728249,9.3949612551642,10.3102569415665
49,"A12",79,"A120131_new","Ashland","AW73_079_03_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",27.0443869964398,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,2.95275590551181,0.14202476352394,0.0475534995314539,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2008,2008,2008,2008,1940,48,95,107,1845,NA,"Yes",66,12.7341489081821,16.0060713244845,16.6726262515128
50,"A12",80,"A120135_new","Ashland","AW73_080_04_new","4_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",22.4166122759242,0,"CUT STUMP",2,NA,NA,NA,NA,NA,1999,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1284636.75,"Mid Slope",NA,2012,6,540,725,185,1032,4.50751692913386,0.279447215420213,0.110815911306506,231,325,211,"Douglas-fir - Dry,Warm,Mid Slope",-122.70004468,42.15691476,"Pacific madrone","Other","Small",0.0497322111706197,0.0850555555555556,NA,NA,NA,NA,NA,NA,NA,NA,1999,1999,1932,48,89,107,1843,NA,"Yes",68,12.1156591639871,15.7861430659477,16.6726262515128
51,"A15",2,"A150014_new","Ashland","AW20_002_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",17.4629686308453,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1069840.625,"Ridge Top",NA,2011,6,564,800,236,991,4.25196850393701,0.254532980033102,0.0986069366284229,214,192,111,"Douglas-fir - Dry,Cool,Ridge Top",-122.7219972,42.15413176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1965,38,44,93,1921,NA,"No",0,0,0,0
52,"A15",40,"A150049_new","Ashland","AW20_040_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",15.4485965973303,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",1069840.625,"Ridge Top",NA,2011,6,564,800,236,991,2.95275590551181,0.14202476352394,0.0475534995314539,214,192,111,"Douglas-fir - Dry,Cool,Ridge Top",-122.7219972,42.15413176,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1941,38,44,93,1897,NA,"Yes",14,0.537006033420728,2.21638184174655,10.2078618225134
53,"A17",86,"A170004_new","Ashland","AW22_086_02_new","1_new",1,120,"Hardwood","A","density",0.1,"A1704","YES","ARME",49.6650396036935,3,"LIVE",1,NA,NA,NA,NA,45,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,5.74803149606299,0.412316412659158,0.180204514846662,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,46,93,101,1867,NA,"Yes",44,20.8800625300625,21.7997616954466,27.5099583460868
54,"A17",2,"A170011_new","Ashland","AW22_002_02_new","1_new",1,37,"Hardwood","A","density",0.1,NA,"NO","ARME",12.7173684630262,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,5.23622047244095,0.355163787710378,0.14954201834878,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,44,52,55,1908,NA,"Yes",3,3.22875608676405,4.85044626069416,5.48651685393258
55,"A17",26,"A170031_new","Ashland","AW22_026_02_new","1_new",1,35,"Hardwood","A","density",0.1,NA,"NO","ARME",12.0166482753371,4,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,3.89763779527559,0.22145340628121,0.0828572175836054,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1960,44,47,55,1913,NA,"No",0,0,0,0
56,"A17",103,"A170119_new","Ashland","AW22_103_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",16.5418557513383,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1405492.5,"Ridge Top",NA,2012,6,544,700,156,1103,2.95275590551181,0.14202476352394,0.0475534995314539,437,361,205,"Douglas-fir - Dry,Warm,Ridge Top",-122.72987228,42.15189564,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2012,2012,1964,44,50,55,1914,NA,"No",0,0,0,0
57,"A19",1,"A190011_new","Ashland","AW26_001_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",26.2983331447567,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,6.5748031496063,0.511225380971867,0.235772364165817,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005,1928,50,81,114,1847,NA,"Yes",64,12.6218392188629,15.8077246416193,16.6726262515128
58,"A19",59,"A190103_new","Ashland","AW26_059_02_new","1_new",1,90,"Hardwood","A","density",0.1,NA,"NO","ARME",14.7728916150174,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,14.0157480314961,1.7162717347852,1.07142050073215,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Medium",0.0497322111706197,0.140333333333333,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1916,50,77,114,1839,NA,"Yes",72,12.6218392188629,14.7894778886557,16.6726262515128
59,"A19",78,"A190165_new","Ashland","AW26_078_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",10.9373538483468,0,"BROKEN TOPPED SNAG",6,NA,NA,NA,NA,NA,NA,"PSME/HODI/WHMO-SWO","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Cool",981117.9375,"Ridge Top",NA,2011,6,564,792,228,1019,0.984251968503937,0.024488944517889,0.00528372217016155,105,193,127,"Douglas-fir - Dry,Cool,Ridge Top",-122.71329838,42.14932894,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-46.0852578110958,-23.0426289055479,-9.56355507776901,-27.8346365876187,-13.9173182938093,-5.77620898133034,1988,1997,1988,1997,1921,50,77,114,1844,NA,"Yes",67,12.1156591639871,14.5840370563474,16.6726262515128
60,"A20",29,"A200036_new","Ashland","AW74_029_02_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",32.7682425885271,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1302599.125,"Ridge Top",NA,2012,6,520,661,141,1153,10.3937007874016,1.06373227477399,0.589206880594527,251,380,245,"Douglas-fir - Dry,Warm,Ridge Top",-122.68582036,42.14811934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1942,68,76,96,1866,NA,"Yes",45,9.91378163169715,13.712014205909,22.2816694332464
61,"A20",31,"A200038_new","Ashland","AW74_031_01_new","1_new",1,30,"Hardwood","A","density",0.1,NA,"NO","ARME",13.2235188302616,0,"CUT STUMP",2,NA,NA,NA,NA,NA,2005,"PSME-PIPO/RHDI6","Douglas-fir - Dry","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1302599.125,"Ridge Top",NA,2012,6,520,661,141,1153,4.50751692913386,0.279447215420213,0.110815911306506,251,380,245,"Douglas-fir - Dry,Warm,Ridge Top",-122.68582036,42.14811934,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2005,2005,1932,53,74,103,1858,NA,"Yes",53,4.16469270973809,12.0665237083621,14.9969784370279
62,"A21",109,"A210111_new","Ashland","AW06_109_03_new","2_new",1,75,"Hardwood","A","density",0.1,NA,"NO","ARME",15.4992797099686,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"ABCO/BENE2","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Warm",1423627.25,"Mid Slope",NA,2011,6,565,750,185,1456,4.37007874015748,0.26593948259393,0.104161185373697,352,428,263,"White fir - Intermediate,Warm,Mid Slope",-122.74340448,42.1477074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1961,42,49,65,1912,NA,"No",0,0,0,0
63,"A28",20,"A280024_new","Ashland","AW04_020_03_new","2_new",1,95,"Hardwood","A","density",0.1,NA,"NO","ARME",25.6600192813537,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"ABCO-PSME/ROGY","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1119313.5,"Ridge Top",NA,2011,6,582,825,243,1228,11.496062992126,1.24990963462325,0.720818059386647,348,353,217,"White fir - Intermediate,Cool,Ridge Top",-122.67312056,42.13829521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,48,62,97,1887,NA,"Yes",24,5.61789322417697,10.4148598876554,12.5123341763166
64,"A28",24,"A280028_new","Ashland","AW04_024_02_new","1_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",35.7274372860263,3,"LIVE",1,NA,NA,NA,NA,NA,NA,"ABCO-PSME/ROGY","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1119313.5,"Ridge Top",NA,2011,6,582,825,243,1228,10.8267716535433,1.13552934904981,0.639330382589547,348,353,217,"White fir - Intermediate,Cool,Ridge Top",-122.67312056,42.13829521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949,74,81,97,1868,NA,"Yes",43,9.91378163169715,20.0260107188723,30.1255422903937
65,"A28",66,"A280077_new","Ashland","AW04_066_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",28.560265560461,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"ABCO-PSME/ROGY","White fir - Intermediate","Mediterranean California Mesic Mixed Conifer Forest and Woodland","Cool",1119313.5,"Ridge Top",NA,2011,6,582,825,243,1228,5.70866141732283,0.407807169792628,0.177744413804234,348,353,217,"White fir - Intermediate,Cool,Ridge Top",-122.67312056,42.13829521,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1923,48,62,97,1861,NA,"Yes",50,9.91378163169715,11.3212512772539,14.9969784370279
66,"A38",25,"A380006_new","Ashland","AW48_025_02_new","1_new",1,50,"Hardwood","A","density",0.1,"A3806","YES","ARME",20.6485047807132,3,"LIVE",1,NA,NA,NA,NA,72,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,5.35433070866142,0.368068208040462,0.156364360414893,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,50,88,98,1849,NA,"Yes",62,12.1156591639871,14.761524185165,16.6726262515128
67,"A38",2,"A380014_new","Ashland","AW48_002_04_new","3_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",14.1069725923304,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,3.74015748031496,0.207311704254486,0.0762969481371328,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1920,50,60,98,1860,NA,"Yes",51,9.91378163169715,12.0398251055103,12.3272667020148
68,"A38",7,"A380024_new","Ashland","AW48_007_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",26.2211210251215,0,"OLDER DEAD",4,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,3.97637795275591,0.228654762507714,0.0862387997725087,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-7.60356803384786,-3.80178401692393,-1.57788293118239,-7.60356803384786,-3.80178401692393,-1.57788293118239,2007,2007,2007,2007,1931,50,91,98,1840,NA,"Yes",71,14.2192334541851,16.7361414442131,21.4586833795809
69,"A38",14,"A380033_new","Ashland","AW48_014_05_new","4_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",35.1568262380153,0,"CLEAN SNAG",5,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,1.96850393700787,0.0742365978042368,0.0211348886806462,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,-17.5225369431286,-8.76126847156432,-3.63625495694863,-17.5225369431286,-8.76126847156432,-3.63625495694863,2002,2002,2002,2002,1942,50,91,98,1851,NA,"Yes",60,12.7341489081821,15.947473232158,23.7664804469274
70,"A38",32,"A380061_new","Ashland","AW48_032_05_new","4_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",30.211659678832,2,"LIVE",1,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,7.28346456692913,0.602200093840932,0.289336626038046,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1937,50,91,98,1846,NA,"Yes",65,12.7341489081821,15.9750479175946,16.6726262515128
71,"A38",43,"A380078_new","Ashland","AW48_043_03_new","2_new",1,NA,"Hardwood","A","density",0.1,NA,"NO","ARME",20.0440600642963,0,"RECENT DEAD",3,NA,NA,NA,NA,NA,NA,"PSME-ABCO","White fir - Intermediate","Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland","Warm",1181808.5,"Ridge Top",NA,2011,6,562,757,194,1258,6.10236220472441,0.45372924288435,0.20310628022101,591,438,229,"White fir - Intermediate,Warm,Ridge Top",-122.72745247,42.12662687,"Pacific madrone","Ridgetop","Small",0.0497322111706197,0.143888888888889,NA,NA,NA,NA,NA,NA,NA,NA,2011,2011,1954,50,88,98,1866,NA,"Yes",45,5.01878933728249,10.0331564251217,12.3272667020148
